size,gflops,derivative
2,0.11741682974559688,-0.09648091415559946
4,1.7445482866043618,1.613909701615085
8,11.97007481296758,3.060042883969401
16,33.570219966159044,1.8502675149450505
32,38.556060243844136,-0.08673694064955301
64,60.868222133813866,0.781341895323785
128,62.973782026353625,-0.23234901631147747
256,66.64905221485544,0.11494569218990872
512,68.24205080390875,-0.03402987821500619
1024,72.06190857465961,0.03400576846664969
2048,69.42348142928108,-0.09894066314637529
