size,gflops,derivative
2,0.12738853503184713,0.08640298865668106
4,1.8064516129032258,1.5082342649280402
8,11.162790697674419,2.832231980310927
16,33.260687342833194,2.3113594573696883
32,52.18573046432617,0.5892473643090321
64,66.00751192772309,0.23448008215975405
128,63.46451812829253,-0.11299403153797352
256,68.26833663576245,0.08318785248054526
512,70.50378786564268,-0.02176336516951303
1024,69.67239422556945,0.011726427146501135
2048,67.30805312828653,-0.043501507318035065
